2612,中航,市,12月12日,,56.6,-0.3,-0.53,"2,065",117,56.9,56.9,57.8,56.1,2.99,22.6,0.93,    ,    ,    ,    ,    
2615,萬海,市,12月12日,,51.8,-0.6,-1.15,"22,775","1,195",52.4,52.4,53.8,51.5,4.39,,0.67,    ,    ,    ,    ,    
2634,漢翔,市,12月12日,,52.7,1.2,2.33,"10,160",536,51.5,51.8,53.2,51.8,2.72,22.4,2.94,    ,    ,    ,    ,    
2637,慧洋-KY,市,12月12日,,50.7,-0.2,-0.39,"4,467",228,50.9,51,51.7,50.4,2.55,13,0.8,    ,    ,    ,    ,    
2643,捷迅,櫃,12月12日,,73.6,0.9,1.24,227,16.6,72.7,73,73.7,72.5,1.65,9.91,1.44,    ,    ,    ,    ,    
2718,晶悅,櫃,12月12日,,52.7,-0.5,-0.94,29,1.53,53.2,53.2,53.2,52.5,1.32,7.29,2,    ,    ,    ,    ,    
2719,燦星旅,櫃,12月12日,,63.3,-0.7,-1.09,34,2.13,64,64,64,63.2,1.25,,8.33,    ,    ,    ,    ,    
2722,夏都,市,12月12日,,57.9,-1.1,-1.86,257,14.9,59,60.3,60.3,57.4,4.92,60.9,3.49,    ,    ,    ,    ,    
2739,寒舍,市,12月12日,,57.3,-1.5,-2.55,"1,130",65.6,58.8,59.1,59.7,57.1,4.42,17.8,5.67,    ,    ,    ,    ,    
2838A,聯邦銀甲特,市,12月12日,,51.3,-0.1,-0.19,354,18.1,51.4,51.4,51.4,51,0.78,,,    ,    ,    ,    ,    
2850,新產,市,12月12日,,68.2,-0.3,-0.44,277,18.9,68.5,68.2,68.5,67.9,0.88,8.1,1.3,    ,    ,    ,    ,    
2881,富邦金,市,12月12日,,63.1,0.2,0.32,"8,906",560,62.9,63.1,63.2,62.7,0.79,27.9,1.25,    ,    ,    ,    ,    
2881A,富邦特,市,12月12日,,60.9,0.1,0.16,161,9.8,60.8,60.8,60.9,60.5,0.66,,,    ,    ,    ,    ,    
2881B,富邦金乙特,市,12月12日,,59.9,0,0,90,5.4,59.9,59.8,59.9,59.7,0.33,,,    ,    ,    ,    ,    
2881C,富邦金丙特,市,12月12日,,55,0,0,11,0.62,55,55,55,54.9,0.18,,,    ,    ,    ,    ,    
2882A,國泰特,市,12月12日,,59.8,0,0,112,6.7,59.8,59.7,59.8,59.6,0.33,,,    ,    ,    ,    ,    
2882B,國泰金乙特,市,12月12日,,59.7,0.1,0.17,16,0.98,59.6,59.7,59.7,59.2,0.84,,,    ,    ,    ,    ,    
2887E,台新戊特,市,12月12日,,50.8,-0.1,-0.2,297,15.1,50.9,51,51,50.7,0.59,,,    ,    ,    ,    ,    
2891B,中信金乙特,市,12月12日,,59.2,0,0,51,2.99,59.2,58.9,59.2,58.9,0.51,,,    ,    ,    ,    ,    
